full_name,pdes,neo,pha,H,diameter,albedo,rot_per,BV,spec_B,spec_T,diameter_sigma,e,a,q,i,ad,per,per_y,moid,sigma_e,sigma_a,sigma_tp,sigma_per,two_body
    40 Harmonia (A856 FA),40,N,N,6.56,111.251,0.22,8.91,0.854,S,S,0.391,0.046289374,2.267850124,2.162872762,4.255751122,2.372827486,1247.440821,3.415306833,1.16351,3.21E-09,1.18E-09,1.16E-05,9.76E-07,
    42 Isis (A856 KB),42,N,N,7.7,110.997,0.139,13.59,0.874,L,S,1.378,0.221926553,2.443792161,1.901449791,8.510020395,2.986134531,1395.387499,3.820362762,0.902678,2.35E-09,1.34E-09,3.86E-06,1.15E-06,
    83 Beatrix (A865 HA),83,N,N,8.73,110.503,0.05,10.111,0.704,X,X,0.829,0.083024511,2.431634711,2.229749429,4.966657446,2.633519992,1384.987737,3.791889766,1.2264,1.76E-09,1.30E-09,5.68E-06,1.11E-06,
    86 Semele (A866 AA),86,N,N,8.71,109.929,0.056,16.634,0.703,,C,0.609,0.217691675,3.10611274,2.429937855,4.820781591,3.782287626,1999.513079,5.474368458,1.43972,1.53E-09,3.08E-09,3.13E-06,2.97E-06,
   140 Siwa (A874 TB),140,N,N,8.45,109.79,0.0676,34.445,0.721,Xc,P,3,0.217954256,2.730571574,2.135431877,3.191291075,3.325711271,1648.08184,4.512202164,1.11884,2.21E-09,2.48E-09,4.79E-06,2.25E-06,
   266 Aline (A887 KA),266,N,N,8.72,109.494,0.027,13.018,0.707,Ch,C,1.003,0.154846394,2.805949391,2.371458247,13.39965963,3.240440536,1716.793963,4.700325703,1.38531,1.56E-09,2.17E-09,6.19E-06,1.99E-06,
   405 Thia (A895 OB),405,N,N,8.79,108.894,0.018,9.95,0.698,Ch,C,0.312,0.243409973,2.584239868,1.955210111,11.93833631,3.213269625,1517.391546,4.154391639,0.972927,2.94E-09,1.52E-09,3.68E-06,1.34E-06,
    37 Fides (A855 TB),37,N,N,7.29,108.35,0.1826,7.3335,0.843,S,S,1.9,0.174714191,2.643038375,2.181262063,3.067627078,3.104814687,1569.47221,4.296980725,1.19701,2.03E-09,1.94E-09,4.03E-06,1.73E-06,
   786 Bredichina (A914 HD),786,N,N,8.87,108.309,0.052,29.434,0.692,,C,0.868,0.152453757,3.191736673,2.705144425,14.51877203,3.678328921,2082.758941,5.702283205,1.71533,1.30E-09,3.46E-09,8.85E-06,3.38E-06,
   134 Sophrosyne (A873 SA),134,N,N,8.96,108,0.0364,17.196,0.69,Ch,C,,0.11512004,2.562915278,2.267872368,11.61241176,2.857958188,1498.648564,4.10307615,1.31655,1.51E-09,1.39E-09,3.28E-06,1.22E-06,
    23 Thalia (A852 XA),23,N,N,7.09,107.53,0.2536,12.312,0.859,S,S,2.2,0.231241779,2.628877066,2.020970858,10.10821722,3.236783275,1556.875354,4.262492412,1.05804,2.42E-09,1.77E-09,4.67E-06,1.57E-06,
   521 Brixia (A904 AE),521,N,N,8.57,107.227,0.073,28.479,0.712,Ch,C,0.494,0.278391471,2.743246455,1.979550039,10.58419099,3.506942871,1659.570349,4.543655987,1.00424,1.40E-09,1.85E-09,3.62E-06,1.68E-06,
    62 Erato (A860 RD),62,N,N,8.89,106.921,0.048,9.2213,0.708,Ch,BU,0.658,0.167973531,3.129557891,2.603875,2.236946111,3.655240781,2022.194436,5.536466629,1.61315,1.33E-09,3.39E-09,8.80E-06,3.29E-06,
     5 Astraea (A845 XA),5,N,N,6.96,106.699,0.274,16.806,0.826,S,S,3.14,0.187508617,2.576864645,2.09368032,5.359248121,3.06004897,1510.900404,4.13661986,1.10609,2.00E-09,1.34E-09,3.36E-06,1.18E-06,
    58 Concordia (A860 FA),58,N,N,9.03,106.517,0.044,9.895,0.69,Ch,C,0.741,0.045696809,2.699846364,2.576472,5.072163969,2.823220727,1620.343173,4.43625783,1.57621,1.36E-09,1.78E-09,1.03E-05,1.60E-06,
    91 Aegina (A866 VA),91,N,N,9.12,103.402,0.048,6.025,0.724,Ch,CP,0.483,0.108182769,2.590333357,2.310103921,2.102439956,2.870562792,1522.761592,4.169094022,1.32686,1.52E-09,1.74E-09,4.97E-06,1.53E-06,
    35 Leukothea (A855 HA),35,N,N,8.68,103.055,0.066,31.9,0.703,C,C,1.201,0.217263308,3.00569867,2.352670633,7.86606907,3.658726707,1903.340924,5.211063447,1.35254,1.43E-09,2.78E-09,6.10E-06,2.64E-06,
   275 Sapientia (A888 GB),275,N,N,9.03,103,0.049,14.933,0.723,C,X,,0.162130091,2.77377234,2.324060378,4.765853424,3.223484303,1687.347944,4.619706895,1.33111,1.66E-09,1.63E-09,3.51E-06,1.49E-06,
   424 Gratia (A896 YD),424,N,N,9.73,102.565,0.027,20.063,,,,0.644,0.109920229,2.77308491,2.468266781,8.223379714,3.077903039,1686.720714,4.617989634,1.4859,1.10E-09,2.09E-09,6.64E-06,1.91E-06,
   431 Nephele (A897 YB),431,N,N,9.08,101.9,0.055,13.53,0.643,B,B,0.988,0.171735961,3.145882266,2.605621153,1.829988468,3.686143379,2038.037284,5.579841982,1.59481,1.23E-09,3.07E-09,2.16E-06,2.98E-06,
   481 Emita (A902 CB),481,N,N,8.79,101.829,0.032,14.412,,Ch,C,26.738,0.157214741,2.74013261,2.309343373,9.848859311,3.170921848,1656.745497,4.535921962,1.32164,1.21E-09,1.08E-09,2.50E-06,9.76E-07,
   494 Virtus (A902 TF),494,N,N,9.28,100.786,0.065,40.42,0.728,Ch,C,0.731,0.064234988,2.985633761,2.793851613,7.077691633,3.177415908,1884.31379,5.158969992,1.78177,2.11E-09,2.76E-09,5.01E-06,2.61E-06,
    97 Klotho (A868 DB),97,N,N,7.79,100.717,0.128,35.15,0.716,,M,0.641,0.257616852,2.668261893,1.980872664,11.77537142,3.355651121,1591.99283,4.358638824,1.03482,2.08E-09,1.61E-09,2.13E-06,1.44E-06,
   233 Asterope (A883 JA),233,N,N,8.42,99.672,0.094,19.694,0.775,K,T,1.146,0.101640759,2.658789536,2.388548149,7.690731362,2.929030924,1583.522973,4.335449618,1.39127,1.24E-09,1.68E-09,4.87E-06,1.50E-06,
   192 Nausikaa (A879 DA),192,N,N,7.21,98.776,0.327,13.625,0.927,Sl,S,1.237,0.245258603,2.403374329,1.813926098,6.79542009,2.99282256,1360.9136,3.72597837,0.816725,2.20E-09,1.22E-09,3.95E-06,1.04E-06,
    21 Lutetia (A852 VA),21,N,N,7.49,98,0.19,8.1655,0.686,Xk,M,2,0.164783277,2.434023678,2.032937279,3.064568685,2.835110076,1387.029267,3.797479169,1.02311,2.05E-09,1.37E-09,4.27E-06,1.17E-06,
   362 Havnia (A893 EG),362,N,N,9.11,98,0.052,16.92,0.715,,XC,,0.044653261,2.578214969,2.463089262,8.05730767,2.693340676,1512.088168,4.139871782,1.47547,1.25E-09,1.26E-09,8.37E-06,1.11E-06,
    53 Kalypso (A858 GA),53,N,N,8.88,97.262,0.028,9.036,0.705,,XC,26.598,0.20298836,2.618578447,2.087037504,5.181938586,3.150119391,1547.735736,4.237469504,1.10726,1.40E-09,1.79E-09,3.45E-06,1.59E-06,
   335 Roberta (A892 RB),335,N,N,9.09,97.109,0.049,12.054,0.624,B,FP,0.85,0.171527139,2.47641983,2.051646622,5.102492383,2.901193038,1423.42581,3.897127475,1.03687,2.13E-09,1.42E-09,3.25E-06,1.23E-06,
   162 Laurentia (A876 HB),162,N,N,9.09,97.021,0.051,11.8686,0.747,Ch,STU,0.493,0.182998611,3.014262554,2.462656694,6.091999472,3.565868414,1911.481259,5.233350469,1.48008,1.51E-09,2.27E-09,4.52E-06,2.16E-06,
   363 Padua (A893 FD),363,N,N,9.03,97,0.059,8.401,0.751,X,XC,,0.072963673,2.746369557,2.545984346,5.950233824,2.946754767,1662.40521,4.551417413,1.54879,1.23E-09,1.64E-09,6.02E-06,1.49E-06,
   769 Tatjana (A913 TD),769,N,N,9.17,96.72,0.052,35.08,,,,0.684,0.186487335,3.169236787,2.578214265,7.368423025,3.76025931,2060.774442,5.642092927,1.57281,1.49E-09,3.63E-09,8.64E-06,3.55E-06,
   674 Rachele (A908 UK),674,N,N,7.43,96.171,0.206,30.982,0.84,S,S,2.708,0.193067783,2.924099145,2.359549806,13.51317903,3.488648485,1826.36076,5.000303245,1.39311,2.32E-09,2.96E-09,4.48E-06,2.77E-06,
   412 Elisabetha (A896 AB),412,N,N,9.14,96.056,0.044,19.635,,C,,0.424,0.041162074,2.762454322,2.648745973,13.78017285,2.876162671,1677.030979,4.591460585,1.68005,1.16E-09,1.33E-09,1.03E-05,1.21E-06,
    27 Euterpe (A853 VA),27,N,N,7.03,96,0.215,10.4082,0.878,S,S,,0.171563731,2.347173046,1.944483281,1.583323523,2.74986281,1313.4577,3.596051197,0.960672,2.76E-09,1.24E-09,4.58E-06,1.04E-06,
   554 Peraga (A905 AE),554,N,N,9.28,95.87,0.0496,13.7128,0.676,Ch,FC,4.1,0.152849824,2.375173895,2.012128984,2.935883674,2.738218806,1337.031207,3.660591941,1.02644,1.66E-09,1.35E-09,3.14E-06,1.14E-06,
   221 Eos (A882 BA),221,N,N,7.71,95.469,0.166,10.443,0.768,K,S,1.684,0.101059525,3.012518238,2.708074575,10.89025188,3.316961902,1909.822274,5.228808416,1.69713,1.91E-09,3.94E-09,1.28E-05,3.75E-06,
   143 Adria (A875 DA),143,N,N,9.32,95.377,0.044,22.005,0.738,Xc,C,0.698,0.071514023,2.763971165,2.566308469,11.44452917,2.961633861,1678.412437,4.595242811,1.58565,1.25E-09,1.52E-09,5.03E-06,1.38E-06,
   586 Thekla (A906 DK),586,N,N,9.52,95.203,0.04,13.67,0.66,Ch,C:,0.752,0.06546072,3.040349606,2.841326132,1.627925522,3.239373081,1936.349355,5.301435605,1.85717,1.35E-09,1.92E-09,5.84E-06,1.83E-06,
   407 Arachne (A895 TB),407,N,N,9.16,95.07,0.0548,22.627,0.698,,C,5.4,0.070294903,2.624729051,2.440223978,7.521041637,2.809234124,1553.191997,4.252407931,1.45319,1.42E-09,1.44E-09,5.01E-06,1.28E-06,
   404 Arsinoe (A895 MA),404,N,N,9.13,94.97,0.037,8.887,0.675,Ch,C,0.951,0.20160983,2.591897111,2.069345175,14.09820297,3.114449048,1524.14071,4.172869843,1.09794,1.38E-09,1.41E-09,2.95E-06,1.25E-06,
    26 Proserpina (A853 JA),26,N,N,7.47,94.8,0.1966,13.11,0.891,S,S,1.7,0.088630933,2.655142704,2.41981493,3.554525042,2.890470479,1580.266118,4.326532834,1.40576,1.85E-09,2.18E-09,5.17E-06,1.94E-06,
   191 Kolga (A878 SB),191,N,N,9.09,94.536,0.046,17.604,0.675,Cb,XC:,0.433,0.087022497,2.896511601,2.64444993,11.52126785,3.148573272,1800.575495,4.929707036,1.65936,1.91E-09,3.41E-09,9.17E-06,3.18E-06,
   175 Andromache (A877 TA),175,N,N,8.61,94.532,0.094,8.324,0.706,Cg,C,1.084,0.231501672,3.186761612,2.449020969,3.217621989,3.924502255,2077.891145,5.688955907,1.44056,1.77E-09,4.01E-09,9.85E-06,3.92E-06,
   635 Vundtia (A907 LA),635,N,N,9.29,94.415,0.034,11.79,0.675,,C,0.501,0.078554658,3.141114404,2.894365237,11.00817615,3.387863572,2033.405802,5.567161676,1.91639,1.26E-09,2.79E-09,1.06E-05,2.71E-06,
   114 Kassandra (A871 OA),114,N,N,8.45,94.178,0.089,10.7431,0.768,Xk,T,0.954,0.138981508,2.675073687,2.303287912,4.945921051,3.046859461,1598.093007,4.375340196,1.31211,1.48E-09,2.34E-09,4.36E-06,2.09E-06,
   589 Croatia (A906 EC),589,N,N,9.31,93.617,0.041,24.932,0.73,,CX,1.015,0.040304487,3.133353283,3.007065087,10.79903408,3.25964148,2025.874197,5.546541264,2.02448,1.40E-09,2.58E-09,1.55E-05,2.50E-06,
   567 Eleutheria (A905 KB),567,N,N,9.14,93.41,0.0439,7.717,0.652,,CFB:,2.2,0.08334009,3.141528185,2.879712944,9.228971002,3.403343426,2033.807608,5.568261759,1.88574,1.08E-09,3.06E-09,9.96E-06,2.97E-06,
   195 Eurykleia (A879 HA),195,N,N,9.23,93.109,0.051,16.521,0.704,Ch,C,0.719,0.038788957,2.877870145,2.766240564,6.955347203,2.989499726,1783.221196,4.882193555,1.78822,1.55E-09,1.80E-09,9.18E-06,1.67E-06,
    30 Urania (A854 OA),30,N,N,7.57,92.787,0.192,13.686,0.873,Sl,S,2.04,0.126729371,2.365630917,2.065835999,2.093698421,2.665425836,1328.981417,3.638552818,1.07272,2.27E-09,1.29E-09,4.47E-06,1.09E-06,
    38 Leda (A856 AA),38,N,N,8.52,92.255,0.055,12.838,0.726,Cgh,C,0.49,0.150928237,2.742576316,2.328644107,6.951653968,3.156508524,1658.962269,4.541991155,1.3454,2.03E-09,2.03E-09,3.61E-06,1.84E-06,
   957 Camelia (A921 RF),957,N,N,9.87,91.548,0.025,85.05,,,,0.45,0.082094617,2.920225076,2.680490318,14.76020638,3.159959834,1822.73241,4.990369362,1.71691,1.27E-09,2.23E-09,4.68E-06,2.09E-06,
   740 Cantabia (A913 CK),740,N,N,9.16,90.9,0.0552,64.453,0.708,,CX,1.7,0.104670968,3.055212597,2.735420536,10.82102231,3.375004658,1950.565691,5.340357811,1.75873,1.56E-09,2.30E-09,3.76E-06,2.20E-06,
   377 Campania (A893 SD),377,N,N,9.11,90.346,0.06,11.664,0.73,Ch,PD,0.561,0.075225552,2.690377469,2.487992337,6.677600597,2.8927626,1611.826355,4.412940055,1.49717,1.50E-09,2.23E-09,5.70E-06,2.01E-06,
   345 Tercidina (A892 WB),345,N,N,9.05,90.243,0.052,12.371,0.729,Ch,C,24.561,0.061261474,2.32532625,2.182873336,9.743466148,2.467779163,1295.16252,3.545961726,1.20931,1.46E-09,1.07E-09,5.26E-06,8.95E-07,
   358 Apollonia (A893 EC),358,N,N,9.13,90.116,0.05,50.6,,Ch,,0.807,0.151708239,2.877021082,2.440553281,3.553755259,3.313488884,1782.432094,4.880033112,1.45621,1.40E-09,1.90E-09,2.29E-06,1.77E-06,
   758 Mancunia (A912 KB),758,N,N,8.36,88.985,0.121,12.7253,0.745,,X,0.635,0.148204802,3.190974233,2.718056527,5.608781278,3.663891939,2082.012693,5.70024009,1.73408,2.53E-09,5.56E-09,4.14E-06,5.44E-06,
   455 Bruchsalia (A900 KC),455,N,N,8.95,88.792,0.033,11.839,0.694,,CP,0.932,0.294369738,2.656092741,1.874219416,12.01748276,3.437966065,1581.114346,4.328855157,0.9133,1.57E-09,1.74E-09,3.80E-06,1.55E-06,
   552 Sigelinde (A904 XB),552,N,N,9.63,88.697,0.036,17.156,,,,0.966,0.089929132,3.150771615,2.867425459,7.692323879,3.43411777,2042.790424,5.592855369,1.85189,1.26E-09,2.35E-09,3.20E-06,2.28E-06,
   952 Caia (A916 US),952,N,N,9.48,88.692,0.047,7.5,,,,0.422,0.244597049,2.99189467,2.260086062,9.98950261,3.723703279,1890.244038,5.175206128,1.26054,1.15E-09,1.06E-09,2.47E-06,1.01E-06,
   124 Alkeste (A872 QA),124,N,N,8.05,88.648,0.128,9.906,0.844,S,S,1.651,0.078409915,2.629848027,2.423641868,2.963479384,2.836054185,1557.737967,4.26485412,1.4098,1.69E-09,2.04E-09,7.71E-06,1.82E-06,
   240 Vanadis (A884 QB),240,N,N,9.14,87.928,0.031,10.565,0.705,C,C,1.616,0.208908179,2.662520688,2.106298339,2.106269936,3.218743037,1586.857444,4.344578901,1.11843,1.71E-09,1.26E-09,2.63E-06,1.13E-06,
   365 Corduba (A893 FF),365,N,N,9.21,86.773,0.05,12.705,0.714,C,X,0.364,0.155397764,2.803705964,2.368016326,12.79578829,3.239395601,1714.735444,4.694689786,1.38559,1.14E-09,1.98E-09,3.14E-06,1.82E-06,
   210 Isabella (A879 VA),210,N,N,9.41,86.65,0.0436,6.672,0.667,Cb,CF,2.3,0.123283815,2.721803506,2.386249186,5.258795127,3.057357826,1640.150047,4.490486096,1.39533,1.24E-09,1.46E-09,3.61E-06,1.32E-06,
   346 Hermentaria (A892 WC),346,N,N,7.31,86.447,0.332,28.523,0.843,S,S,1.926,0.102744667,2.79499908,2.507827829,8.757979897,3.08217033,1706.754005,4.672837796,1.52736,1.92E-09,2.82E-09,4.94E-06,2.58E-06,
   366 Vincentina (A893 FG),366,N,N,8.66,86.368,0.091,12.7365,,Ch,,0.342,0.059785133,3.147478777,2.959306339,10.57981934,3.335651216,2039.588913,5.584090111,1.94962,2.06E-09,4.43E-09,9.51E-06,4.30E-06,
   202 Chryseis (A879 RA),202,N,N,7.67,86.15,0.2562,23.67,0.875,,S,2.4,0.105139885,3.067590752,2.745064614,8.853205423,3.39011689,1962.431727,5.372845249,1.75828,1.77E-09,3.92E-09,1.32E-05,3.76E-06,
   110 Lydia (A870 HA),110,N,N,7.83,86.09,0.1808,10.927,0.705,X,M,2,0.07910006,2.732703531,2.516546518,5.95940309,2.948860543,1650.012384,4.517487703,1.51495,2.30E-09,2.85E-09,1.00E-05,2.58E-06,
   201 Penelope (A879 PA),201,N,N,8.56,85.877,0.04,3.7474,0.72,X,M,3.141,0.180112422,2.680864825,2.198007768,5.760729795,3.163721883,1603.285267,4.38955583,1.18757,2.07E-09,1.65E-09,3.09E-06,1.48E-06,
   385 Ilmatar (A894 EA),385,N,N,7.8,85.837,0.242,62.35,0.847,,S,0.576,0.126920632,2.847606423,2.486186415,13.58186455,3.20902643,1755.166708,4.805384553,1.4919,3.30E-09,3.51E-09,3.72E-06,3.24E-06,
   100 Hekate (A868 NA),100,N,N,7.75,85.734,0.205,27.066,0.838,S,S,1.961,0.167976153,3.090445716,2.571324535,6.430925832,3.609566898,1984.404057,5.43300221,1.55535,2.51E-09,5.10E-09,1.31E-05,4.92E-06,
   449 Hamburga (A899 UE),449,N,N,9.9,85.59,0.0393,36.516,0.701,,C,1.9,0.173737919,2.550231152,2.107159298,3.079210625,2.993303005,1487.536896,4.072654062,1.1223,1.33E-09,8.72E-10,1.76E-06,7.63E-07,
   579 Sidonia (A905 VK),579,N,N,8.01,85.57,0.1748,16.29,0.818,K,S,2.2,0.076188052,3.011859497,2.78239179,11.0173522,3.241327205,1909.195883,5.227093451,1.77992,1.80E-09,2.58E-09,6.30E-06,2.45E-06,
   924 Toni (A919 UF),924,N,N,9.58,85.49,0.0432,19.437,0.72,X,CX,2.5,0.152998333,2.938553673,2.488959859,8.987457774,3.388147487,1839.919695,5.037425585,1.49463,1.07E-09,1.70E-09,4.16E-06,1.59E-06,
   416 Vaticana (A896 JA),416,N,N,7.72,85.47,0.1689,5.372,0.892,Sl,S,1.7,0.219731725,2.791857392,2.178397752,12.83212779,3.405317033,1703.877127,4.664961334,1.16674,2.21E-09,4.32E-09,6.97E-06,3.95E-06,
   447 Valentine (A899 UD),447,N,N,9.05,85.224,0.061,9.651,0.778,,TD,0.38,0.045793002,2.984274684,2.847615788,4.797916905,3.120933581,1883.027311,5.155447807,1.85398,1.20E-09,2.15E-09,8.49E-06,2.03E-06,
   664 Judith (A908 MC),664,N,N,9.93,85.214,0.04,19.306,0.695,,XC,0.588,0.241614132,3.17858987,2.410597638,8.569044239,3.946582103,2069.903836,5.667087847,1.41098,8.82E-10,2.15E-09,5.60E-06,2.10E-06,
   318 Magdalena (A891 SA),318,N,N,9.47,85,0.054,42.65,0.685,,CXF,,0.085363214,3.196789113,2.923900918,10.65908711,3.469677307,2087.70633,5.71582842,1.96079,1.36E-09,2.53E-09,3.80E-06,2.48E-06,
    17 Thetis (A852 HA),17,N,N,7.92,84.899,0.193,12.27048,0.829,Sl,S,2.027,0.131258395,2.472822588,2.148243864,5.59392353,2.797401311,1420.325439,3.88863912,1.13512,2.22E-09,1.29E-09,5.81E-06,1.11E-06,
   530 Turandot (A904 GB),530,N,N,9.38,84.85,0.0472,19.961,0.664,,F,2.6,0.21678272,3.191558597,2.499683842,8.561319269,3.883433352,2082.584639,5.701805992,1.48862,1.53E-09,3.89E-09,8.42E-06,3.81E-06,
    55 Pandora (A858 RB),55,N,N,7.83,84.794,0.204,4.804,0.704,X,M,2.501,0.145062578,2.757849808,2.357789004,7.176481152,3.157910612,1672.839764,4.579985664,1.35783,1.88E-09,1.86E-09,3.12E-06,1.69E-06,
   379 Huenna (A894 AA),379,N,N,9.1,84.787,0.046,14.141,0.672,C,B,1.558,0.179050249,3.141891752,2.57933525,1.671030004,3.704448254,2034.160675,5.569228404,1.57283,1.60E-09,2.35E-09,4.43E-06,2.28E-06,
    50 Virginia (A857 TA),50,N,N,9.42,84.074,0.05,14.315,0.703,Ch,X,0.242,0.284555655,2.651119343,1.896728342,2.839129815,3.405510343,1576.675592,4.316702509,0.896648,1.44E-09,1.55E-09,3.20E-06,1.38E-06,
   103 Hera (A868 RA),103,N,N,7.74,83.908,0.217,23.74,0.853,S,S,2.091,0.081043207,2.702774435,2.483732928,5.426017176,2.921815942,1622.979859,4.443476686,1.47045,1.38E-09,1.97E-09,5.32E-06,1.77E-06,
   415 Palatia (A896 CA),415,N,N,9.46,83.56,0.063,20.73,0.714,,DP,1.358,0.300742661,2.790577887,1.951332066,8.221299929,3.629823707,1702.705934,4.661754782,0.980032,1.41E-09,2.43E-09,5.41E-06,2.23E-06,
   976 Benjamina (A922 FD),976,N,N,9.43,83.195,0.052,9.701,0.74,,XD:,0.542,0.110324287,3.192268311,2.840083587,7.726733152,3.544453036,2083.279341,5.703707983,1.83914,2.06E-09,4.95E-09,5.18E-06,4.85E-06,
   348 May (A892 WE),348,N,N,9.58,82.82,0.0448,7.3812,,X,,2.2,0.072297009,2.967483696,2.7529435,9.759794379,3.182023891,1867.157438,5.111998462,1.77038,1.04E-09,1.76E-09,7.42E-06,1.66E-06,
   102 Miriam (A868 QA),102,N,N,9.44,82.595,0.051,23.613,0.726,C,P,0.4,0.251265044,2.664138789,1.99473384,5.171916162,3.333543738,1588.304241,4.348540017,0.992468,9.26E-10,1.40E-09,3.56E-06,1.25E-06,
   109 Felicitas (A869 TA),109,N,N,8.98,82.588,0.036,13.191,0.696,Ch,GC,0.616,0.300517842,2.692922852,1.883651488,7.846155793,3.502194216,1614.114335,4.419204202,0.908663,1.52E-09,2.03E-09,4.86E-06,1.83E-06,
  1171 Rusthawelia (1930 TA),1171,N,N,10.02,82.229,0.029,10.98,0.678,,P,1.004,0.194805301,3.174075375,2.555748667,3.086319072,3.792402082,2065.49563,5.655018836,1.56862,8.95E-10,2.03E-09,5.36E-06,1.98E-06,
   693 Zerbinetta (A909 SD),693,N,N,9.51,82.114,0.055,11.475,0.776,,ST,0.474,0.029712901,2.943115906,2.855667395,14.19131421,3.030564417,1844.206191,5.049161372,1.87539,1.40E-09,2.30E-09,9.96E-06,2.16E-06,
   213 Lilaea (A880 DA),213,N,N,9.09,82.096,0.092,12.042,0.65,B,F,0.935,0.145640533,2.754601345,2.353419737,6.819570364,3.155782954,1669.884985,4.571895921,1.33622,1.41E-09,1.84E-09,3.05E-06,1.68E-06,
   498 Tokio (A902 XA),498,N,N,8.86,81.83,0.0694,41.85,0.78,,M,2.3,0.2239696,2.649793245,2.056320113,9.502635896,3.243266377,1575.492753,4.313464073,1.06518,1.63E-09,1.22E-09,2.78E-06,1.09E-06,
   454 Mathesis (A900 FB),454,N,N,9.39,81.743,0.055,8.378,0.662,,CB,1.432,0.11181948,2.626595668,2.332891105,6.292830232,2.920300231,1554.849156,4.256944987,1.32637,1.54E-09,1.37E-09,4.32E-06,1.22E-06,
   503 Evelyn (A903 BL),503,N,N,9.29,81.68,0.0585,38.871,0.725,Ch,XC,4.9,0.173170368,2.725463951,2.253494356,5.011308204,3.197433546,1643.459817,4.499547754,1.27265,1.17E-09,1.11E-09,2.43E-06,1.01E-06,
   696 Leonora (A916 BD),696,N,N,9.48,81.58,0.022,26.8964,,,XC,0.86,0.24810174,3.175059639,2.387321817,13.01494305,3.962797461,2066.456454,5.657649429,1.43632,1.54E-09,3.32E-09,6.90E-06,3.24E-06,
   163 Erigone (A876 HC),163,N,N,9.77,81.579,0.033,16.136,0.717,Ch,C,3.062,0.191972551,2.366634135,1.912305342,4.815056163,2.820962928,1329.826899,3.640867621,0.934195,1.30E-09,1.21E-09,3.18E-06,1.02E-06,
   613 Ginevra (A906 TD),613,N,N,9.85,81.344,0.028,12.906,0.692,,P,0.352,0.056403765,2.92065114,2.755915421,7.669401587,3.085386859,1823.131332,4.991461552,1.77816,1.21E-09,2.07E-09,9.63E-06,1.94E-06,
   160 Una (A876 DA),160,N,N,9.1,81.24,0.0625,11.033,0.718,C,CX,2.1,0.065609409,2.727665331,2.548704821,3.81880138,2.90662584,1645.451373,4.505000338,1.56199,1.43E-09,1.58E-09,5.54E-06,1.43E-06,
   551 Ortrud (A904 WC),551,N,N,9.79,81.113,0.04,17.416,0.673,C,XC,0.711,0.11879151,2.968948508,2.616262632,0.394137917,3.321634385,1868.540111,5.115784014,1.63112,1.38E-09,2.43E-09,5.21E-06,2.29E-06,
    32 Pomona (A854 UA),32,N,N,7.75,80.76,0.2564,9.448,0.857,S,S,1.6,0.081306691,2.587847794,2.377438454,5.520820472,2.798257134,1520.570361,4.16309476,1.37448,1.87E-09,1.44E-09,5.69E-06,1.27E-06,
   478 Tergeste (A901 SC),478,N,N,7.93,80.738,0.174,16.11,0.85,L,S,1.032,0.080708558,3.018680176,2.775046853,13.17479916,3.262313499,1915.684922,5.244859471,1.82045,2.19E-09,5.60E-09,9.41E-06,5.34E-06,
   779 Nina (A914 BH),779,N,N,7.96,80.572,0.157,11.186,,X,,2.22,0.226277282,2.664512815,2.061594099,14.57386355,3.267431532,1588.638733,4.349455805,1.07834,1.68E-09,2.02E-09,4.33E-06,1.81E-06,
   115 Thyra (A871 PA),115,N,N,7.75,79.83,0.2747,7.241,0.851,S,S,1.4,0.192356182,2.380017876,1.922206725,11.58738111,2.837829026,1341.123447,3.671795884,0.971511,1.81E-09,1.44E-09,4.15E-06,1.22E-06,
   559 Nanon (A905 EB),559,N,N,9.54,79.82,0.05,10.059,0.733,Xk,C,2.7,0.066551319,2.710763639,2.530358742,9.312929463,2.891168536,1630.18129,4.463193127,1.52484,1.28E-09,1.64E-09,5.49E-06,1.48E-06,
   223 Rosa (A882 EA),223,N,N,9.88,79.806,0.02,20.283,0.706,,X,0.307,0.120681176,3.092318254,2.719133649,1.923022826,3.465502859,1986.207891,5.437940838,1.73594,1.45E-09,2.65E-09,5.74E-06,2.55E-06,
   691 Lehigh (A909 XB),691,N,N,9.31,79.451,0.053,12.891,0.743,,CD:,0.564,0.125570173,3.008692036,2.630890056,13.02285058,3.386494017,1906.18493,5.21884991,1.66374,9.40E-10,1.82E-09,2.71E-06,1.73E-06,
   535 Montague (A904 JE),535,N,N,9.56,79.299,0.054,10.2482,0.752,,C,0.978,0.026283019,2.56854741,2.501038229,6.7734542,2.636056592,1503.591308,4.116608646,1.52065,1.62E-09,1.50E-09,1.06E-05,1.31E-06,
   135 Hertha (A874 DA),135,N,N,8.31,79.24,0.1436,8.403,0.698,Xk,M,2,0.208371923,2.426899165,1.92120152,2.303289052,2.93259681,1380.943866,3.780818251,0.907707,2.39E-09,1.30E-09,2.59E-06,1.11E-06,
    84 Klio (A865 QA),84,N,N,9.32,79.16,0.0527,23.562,0.733,Ch,G,1.6,0.235450194,2.362396782,1.806170002,9.313668688,2.918623563,1326.257004,3.631093783,0.79803,1.44E-09,1.01E-09,3.09E-06,8.52E-07,
  1107 Lictoria (1929 FB),1107,N,N,9.53,79.079,0.066,8.5616,,Xc,,0.298,0.118800078,3.187659131,2.808964979,7.073236356,3.566353283,2078.769032,5.691359431,1.82576,9.67E-10,2.59E-09,2.21E-06,2.53E-06,
